URL,Suburb ,Postcode,Address,Latitude,Longitude,Bedroom,Bathroom ,Type ,Car Park space,Last sold date,Land size,Y = Sold price,primary_school,secondary_school,preschool,train_station,distance_to_cbd
property-house-vic-reservoir-145389456,Reservoir,3073,30  Joffre Street,-37.72836066,145.013181,3.0,2.0,house,5.0,2024-08-21,730.0,"$1,430,000",10.0,1.0,2.0,3.0,10700.307070543324
property-house-vic-reservoir-145528684,Reservoir,3073,36 Greig Street,-37.699849,144.984733,4.0,1.0,house,4.0,2024-08-17,760.0,"$1,075,000",5.0,2.0,2.0,0.0,13208.275079692352
property-house-vic-reservoir-145541356,Reservoir,3073,20 North Road,-37.721508,145.023741,3.0,1.0,house,4.0,2024-08-17,640.0,"$950,888",12.0,1.0,2.0,3.0,11763.026961637242
property-townhouse-vic-reservoir-145557552,Reservoir,3073,2/44 Rathcown Road,-37.71024321,145.0303321,2.0,1.0,townhouse,2.0,2024-08-17,133.0,"$640,000",6.0,1.0,1.0,1.0,13143.210455840139
property-house-vic-reservoir-145114516,Reservoir,3073,23 Kenilworth Street,-37.714166,145.005241,3.0,1.0,house,4.0,2024-08-15,1011.0,"$1,420,000",10.0,1.0,3.0,3.0,11978.368838484499
property-house-vic-reservoir-145678244,Reservoir,3073,1 Kilmore Avenue,-37.718887,145.024911,3.0,1.0,house,1.0,2024-08-15,601.0,"$890,000",12.0,1.0,2.0,2.0,12071.05520096341
property-house-vic-reservoir-144646204,Reservoir,3073,25 Barton Street,-37.71194205,145.0056252,3.0,1.0,house,2.0,2024-08-14,624.0,"$975,000",9.0,1.0,3.0,4.0,12225.739691126584
property-townhouse-vic-reservoir-139427311,Reservoir,3073,2/4 Clingin Street,-37.72871676,145.0360576,2.0,1.0,townhouse,1.0,2024-08-14,199.0,"$530,000",6.0,1.0,2.0,0.0,11551.867771735053
property-house-vic-reservoir-145540672,Reservoir,3073,224 Albert Street,-37.728493,145.025949,3.0,1.0,house,2.0,2024-08-12,715.0,"$717,500",9.0,1.0,2.0,0.0,11145.491959659803
property-house-vic-reservoir-145399044,Reservoir,3073,17 Tovey Street,-37.701011,144.999514,3.0,1.0,house,1.0,2024-08-09,693.0,"$780,000",6.0,1.0,1.0,3.0,13282.105466628906
property-unit-vic-reservoir-145297000,Reservoir,3073,5/835 Plenty Road,-37.72381265,145.0273178,2.0,1.0,unit,2.0,2024-08-09,180.0,"$545,000",8.0,1.0,1.0,1.0,11665.037217438134
property-house-vic-reservoir-145464952,Reservoir,3073,60 Wilson Boulevard,-37.699177,144.993405,4.0,1.0,house,4.0,2024-08-03,956.0,"$1,020,000",4.0,2.0,2.0,2.0,13384.560711506992
property-house-vic-reservoir-145487596,Reservoir,3073,82 Rathcown Road,-37.709472,145.023981,3.0,1.0,house,3.0,2024-08-03,890.0,"$1,001,500",8.0,1.0,1.0,3.0,13002.927594513534
property-house-vic-reservoir-145456012,Reservoir,3073,76 Whitelaw Street,-37.712292,145.02022,4.0,1.0,house,3.0,2024-08-03,700.0,"$955,000",8.0,1.0,2.0,2.0,12590.03234569735
property-house-vic-reservoir-143503588,Reservoir,3073,53 Burbank Drive,-37.699616,145.025797,4.0,1.0,house,1.0,2024-08-03,614.0,"$700,000",5.0,0.0,0.0,2.0,14081.800692953648
property-unit-vic-reservoir-145350220,Reservoir,3073,1/75 Purinuan Road,-37.70913135,145.0272687,3.0,1.0,unit,2.0,2024-08-03,170.0,"$590,000",7.0,1.0,1.0,2.0,13148.378214587126
property-house-vic-reservoir-145516768,Reservoir,3073,16 Station Street,-37.72938,145.003187,2.0,1.0,house,1.0,2024-08-02,370.0,"$850,000",10.0,0.0,2.0,4.0,10303.699557851516
property-house-vic-reservoir-143371864,Reservoir,3073,4 Orrong Avenue,-37.714813,145.009353,3.0,1.0,house,2.0,2024-08-01,652.0,"$890,000",10.0,1.0,3.0,3.0,12011.380586899755
property-house-vic-reservoir-145248736,Reservoir,3073,7 Crookston Road,-37.710784,145.023754,3.0,1.0,house,2.0,2024-08-01,706.0,"$840,000",8.0,1.0,2.0,2.0,12860.16653441899
property-house-vic-reservoir-144937064,Reservoir,3073,35 Bray Street,-37.69835,144.986112,4.0,2.0,house,2.0,2024-07-31,832.0,"$1,130,000",5.0,2.0,2.0,0.0,13387.28288975208
property-house-vic-reservoir-144765656,Reservoir,3073,14 Ryan Street,-37.701821,144.998381,3.0,1.0,house,1.0,2024-07-29,766.0,"$780,000",5.0,1.0,2.0,3.0,13173.895115757394
property-house-vic-reservoir-145412604,Reservoir,3073,21 Henderson Street,-37.697477,145.00156,4.0,2.0,house,2.0,2024-07-27,864.0,"$1,131,000",7.0,1.0,3.0,2.0,13703.791601968793
property-house-vic-reservoir-145407244,Reservoir,3073,34 Daventry Street,-37.713394,145.001665,3.0,1.0,house,1.0,2024-07-27,613.0,"$1,120,000",9.0,1.0,2.0,3.0,11981.410765494844
property-house-vic-reservoir-144980552,Reservoir,3073,3 Rodman Street,-37.702802,145.007893,3.0,1.0,house,6.0,2024-07-27,946.0,"$975,000",7.0,1.0,2.0,3.0,13258.843464927775
property-house-vic-reservoir-145377784,Reservoir,3073,42 Broadhurst Avenue,-37.708135,145.002453,3.0,1.0,house,8.0,2024-07-27,960.0,"$970,000",8.0,1.0,2.0,3.0,12565.863741414349
property-house-vic-reservoir-144708328,Reservoir,3073,25 Ludeman Court,-37.698601,144.997708,3.0,1.0,house,4.0,2024-07-27,956.0,"$880,000",4.0,1.0,2.0,2.0,13513.825286084573
property-house-vic-reservoir-145399488,Reservoir,3073,63 Rathcown Road,-37.710272,145.028157,3.0,1.0,house,3.0,2024-07-27,742.0,"$842,000",7.0,1.0,1.0,1.0,13062.725523007226
property-townhouse-vic-reservoir-145399468,Reservoir,3073,4/75 St Vigeons Road,-37.70679082,145.0227542,2.0,1.0,townhouse,1.0,2024-07-27,144.0,"$677,888",8.0,1.0,1.0,3.0,13240.99638122097
property-unit-vic-reservoir-145399036,Reservoir,3073,17 Lawson Street,-37.71807,145.014875,2.0,1.0,unit,2.0,2024-07-27,190.0,"$600,000",11.0,1.0,2.0,3.0,11823.442049689915
property-unit-vic-reservoir-145399024,Reservoir,3073,5/2 Griffiths Street,-37.71432951,144.9958,2.0,1.0,unit,1.0,2024-07-27,207.0,"$560,000",6.0,0.0,2.0,3.0,11765.674687484403
property-unit-vic-reservoir-145342408,Reservoir,3073,9/2A Crookston Road,-37.71053544,145.0244011,2.0,1.0,unit,1.0,2024-07-27,142.0,"$520,000",8.0,1.0,2.0,2.0,12907.226741228076
property-townhouse-vic-reservoir-145411728,Reservoir,3073,1/134 Purinuan Road,-37.70759993,145.0174453,2.0,1.0,townhouse,2.0,2024-07-25,209.0,"$633,500",9.0,2.0,3.0,3.0,12996.029951175191
property-house-vic-reservoir-145120376,Reservoir,3073,23 Drysdale Street,-37.729818,145.023837,3.0,1.0,house,4.0,2024-07-23,533.0,"$747,000",8.0,1.0,1.0,1.0,10930.724102529379
property-house-vic-reservoir-145324324,Reservoir,3073,173 Rathcown Road,-37.7086,145.014499,4.0,2.0,house,1.0,2024-07-20,737.0,"$950,000",8.0,1.0,3.0,3.0,12807.449401860342
property-house-vic-reservoir-145335584,Reservoir,3073,1A Rodman Street,-37.70304,145.008114,3.0,1.0,house,2.0,2024-07-20,484.0,"$832,000",7.0,1.0,2.0,3.0,13238.345954855371
property-townhouse-vic-reservoir-145338408,Reservoir,3073,3/39 Marchant Avenue,-37.71427042,145.0135078,2.0,2.0,townhouse,1.0,2024-07-17,117.0,"$650,000",10.0,1.0,2.0,3.0,12181.929152803092
property-house-vic-reservoir-145302980,Reservoir,3073,27 Ryan Street,-37.700121,144.998075,3.0,1.0,house,4.0,2024-07-13,600.0,"$840,000",4.0,1.0,1.0,2.0,13354.04612381802
property-house-vic-reservoir-143503432,Reservoir,3073,106 Miranda Road,-37.706463,145.016563,3.0,2.0,house,4.0,2024-07-13,744.0,"$827,000",8.0,1.0,3.0,3.0,13090.388814093641
property-unit-vic-reservoir-145296616,Reservoir,3073,1/21 Whitelaw Street,-37.71494298,145.0142841,2.0,1.0,unit,1.0,2024-07-13,197.0,"$590,000",11.0,1.0,2.0,3.0,12133.487960186141
property-house-vic-reservoir-145210464,Reservoir,3073,33 Shand Road,-37.721121,145.019508,3.0,1.0,house,1.0,2024-07-10,633.0,"$1,085,000",12.0,1.0,2.0,3.0,11654.928793145402
property-house-vic-reservoir-144802016,Reservoir,3073,7A Broadhurst Avenue,-37.709152,145.007477,4.0,2.0,house,2.0,2024-07-09,353.0,"$815,000",8.0,1.0,3.0,3.0,12568.257390075234
property-townhouse-vic-reservoir-145220104,Reservoir,3073,20 White Street,-37.70973884,145.0097147,2.0,1.0,townhouse,1.0,2024-07-08,120.0,"$535,000",8.0,1.0,3.0,3.0,12560.380600751923
property-house-vic-reservoir-145253304,Reservoir,3073,148 Spring Street,-37.726106,145.001448,3.0,1.0,house,1.0,2024-07-06,402.0,"$910,000",10.0,0.0,1.0,3.0,10609.891247062875
property-townhouse-vic-reservoir-145203984,Reservoir,3073,1/58 Marchant Avenue,-37.71360963,145.0152395,3.0,2.0,townhouse,2.0,2024-07-06,212.0,"$700,000",10.0,1.0,2.0,3.0,12301.196641887122
property-townhouse-vic-reservoir-145220796,Reservoir,3073,3/97 Cuthbert Road,-37.71635074,145.0115035,2.0,1.0,townhouse,1.0,2024-07-06,109.0,"$625,000",10.0,1.0,2.0,3.0,11906.464892274673
property-house-vic-reservoir-145185728,Reservoir,3073,28 Barwon Avenue,-37.72276,145.023719,3.0,1.0,house,2.0,2024-07-04,673.0,"$1,005,000",11.0,1.0,2.0,2.0,11635.414058305874
property-house-vic-reservoir-144309616,Reservoir,3073,42 Seston Street,-37.730004,145.034374,2.0,1.0,house,2.0,2024-07-02,603.0,"$715,000",6.0,1.0,2.0,0.0,11353.262583549218
property-house-vic-reservoir-145180828,Reservoir,3073,3 Hillcroft Street,-37.719593,144.989949,3.0,2.0,house,1.0,2024-06-29,557.0,"$1,150,000",7.0,0.0,2.0,2.0,11095.317214316878
property-house-vic-reservoir-144940068,Reservoir,3073,26 Gisborne Crescent,-37.71935,145.023515,3.0,1.0,house,3.0,2024-06-27,598.0,"$800,000",12.0,1.0,2.0,2.0,11974.253522007622
property-house-vic-reservoir-145161508,Reservoir,3073,43 Miranda Road,-37.707469,145.022254,4.0,1.0,house,6.0,2024-06-24,892.0,"$1,100,000",8.0,1.0,1.0,3.0,13154.83759433748
property-house-vic-reservoir-145083072,Reservoir,3073,38 Manoel Avenue,-37.699062,145.034715,3.0,2.0,house,2.0,2024-06-22,841.0,"$1,087,000",6.0,0.0,1.0,0.0,14435.940663017864
property-house-vic-reservoir-145073844,Reservoir,3073,7 Pratt Street,-37.710958,145.010034,3.0,1.0,house,4.0,2024-06-22,636.0,"$890,000",8.0,1.0,3.0,3.0,12438.70442036178
property-unit-vic-reservoir-145070044,Reservoir,3073,2/20 Erskine Avenue,-37.72315145,145.0253178,3.0,1.0,unit,2.0,2024-06-22,261.0,"$721,000",10.0,1.0,2.0,1.0,11655.043281167831
property-unit-vic-reservoir-145109888,Reservoir,3073,2/123 Boldrewood Parade,-37.71467114,145.0219856,2.0,1.0,unit,1.0,2024-06-22,147.0,"$565,000",9.0,1.0,2.0,2.0,12401.167495442274
property-unit-vic-reservoir-144659260,Reservoir,3073,4/16 View Street,-37.71923925,144.9911434,2.0,1.0,unit,1.0,2024-06-21,165.0,"$651,000",7.0,0.0,2.0,2.0,11152.123945836625
property-house-vic-reservoir-144074360,Reservoir,3073,47 Lane Crescent,-37.713431,145.018794,3.0,1.0,house,1.0,2024-06-18,636.0,"$710,000",9.0,1.0,2.0,2.0,12427.005814677197
property-house-vic-reservoir-143583704,Reservoir,3073,7 Dredge Street,-37.694871,144.998262,4.0,2.0,house,6.0,2024-06-17,920.0,"$965,000",7.0,2.0,4.0,2.0,13930.382109548662
property-townhouse-vic-reservoir-144687628,Reservoir,3073,1/105 Cheddar Road,-37.70479985,145.0154738,2.0,1.0,townhouse,1.0,2024-06-14,264.0,"$600,000",7.0,1.0,3.0,3.0,13235.684369755883
property-house-vic-reservoir-144864376,Reservoir,3073,63 Glasgow Avenue,-37.703449,144.999256,3.0,1.0,house,2.0,2024-06-13,876.0,"$850,000",7.0,1.0,2.0,3.0,13012.099286544573
property-house-vic-reservoir-144185084,Reservoir,3073,64 Rathcown Road,-37.709995,145.028301,3.0,1.0,house,2.0,2024-06-13,742.0,"$790,000",7.0,1.0,1.0,1.0,13096.022623517261
property-townhouse-vic-reservoir-144866936,Reservoir,3073,1/6 Broadhurst AVENUE,-37.70859127,145.0078062,2.0,2.0,townhouse,1.0,2024-06-12,277.0,"$720,000",8.0,1.0,3.0,3.0,12636.121157975107
property-house-vic-reservoir-144844356,Reservoir,3073,20 Tunaley Parade,-37.696775,145.024591,3.0,1.0,house,4.0,2024-06-11,586.0,"$706,000",7.0,1.0,1.0,2.0,14340.869877787574
property-townhouse-vic-reservoir-143975000,Reservoir,3073,98 Whitelaw Street,-37.71248356,145.0221329,3.0,2.0,townhouse,1.0,2024-06-11,160.0,"$675,000",8.0,1.0,2.0,2.0,12631.614259710252
property-house-vic-reservoir-145118496,Reservoir,3073,54 Purinuan Road,-37.7088149,145.0272642,3.0,2.0,house,3.0,2024-06-07,412.0,"$961,000",7.0,1.0,1.0,2.0,13180.621251343346
property-house-vic-reservoir-144967140,Reservoir,3073,30 Loddon Avenue,-37.721931,145.025874,3.0,1.0,house,6.0,2024-06-04,670.0,"$820,000",10.0,1.0,2.0,1.0,11798.667289564733
property-house-vic-reservoir-144934428,Reservoir,3073,115 Purinuan Road,-37.70848924,145.0220049,3.0,1.0,house,2.0,2024-06-04,410.0,"$725,000",8.0,1.0,2.0,3.0,13041.06144566265
property-house-vic-reservoir-144940136,Reservoir,3073,116 North Road,-37.722538,145.014807,4.0,2.0,house,2.0,2024-06-01,743.0,"$1,111,000",9.0,1.0,2.0,3.0,11355.807624155648
property-house-vic-reservoir-144912716,Reservoir,3073,18 Best Street,-37.713581,144.99727,3.0,2.0,house,6.0,2024-06-01,759.0,"$962,500",5.0,1.0,2.0,3.0,11873.78624285703
property-house-vic-reservoir-144928896,Reservoir,3073,36 Massey Avenue,-37.703634,144.990018,3.0,1.0,house,6.0,2024-06-01,843.0,"$950,000",4.0,2.0,1.0,1.0,12849.100099770772
property-house-vic-reservoir-144927216,Reservoir,3073,18 Halsey Street,-37.70211,144.98677,3.0,1.0,house,2.0,2024-05-31,750.0,"$900,000",5.0,2.0,2.0,0.0,12978.911006685597
property-house-vic-reservoir-144693924,Reservoir,3073,27 Compton Street,-37.713689,145.002565,5.0,3.0,house,2.0,2024-05-30,613.0,"$1,120,000",9.0,1.0,3.0,3.0,11968.962334604508
property-house-vic-reservoir-144829340,Reservoir,3073,36 Nisbett Street,-37.727658,145.032064,2.0,1.0,house,5.0,2024-05-30,581.0,"$720,000",8.0,1.0,2.0,0.0,11479.047935571452
property-house-vic-reservoir-144725688,Reservoir,3073,26 Hickford Street,-37.705844,145.028513,3.0,2.0,house,3.0,2024-05-28,561.0,"$887,500",8.0,1.0,1.0,2.0,13527.69188050715
property-house-vic-reservoir-144835604,Reservoir,3073,67 Southernhay Street,-37.72548,145.008103,3.0,1.0,house,2.0,2024-05-25,764.0,"$1,280,000",10.0,1.0,2.0,4.0,10848.87031217872
property-house-vic-reservoir-144868152,Reservoir,3073,24 Crookston Road,-37.710238,145.021874,2.0,1.0,house,3.0,2024-05-25,892.0,"$979,000",8.0,1.0,2.0,3.0,12855.541076943793
property-house-vic-reservoir-144892648,Reservoir,3073,7 Crevelli Street,-37.73209476,145.0293429,3.0,2.0,house,1.0,2024-05-25,275.0,"$938,000",7.0,1.0,2.0,0.0,10931.562503762967
property-house-vic-reservoir-143019548,Reservoir,3073,999 High Street,-37.704776,145.009496,3.0,1.0,house,2.0,2024-05-22,985.0,"$1,010,000",8.0,1.0,2.0,3.0,13084.808353930226
property-house-vic-reservoir-144879744,Reservoir,3073,6 Titus Court,-37.700869,145.025832,3.0,2.0,house,3.0,2024-05-20,702.0,"$820,000",6.0,0.0,0.0,2.0,13952.777280849885
property-unit-vic-reservoir-144823020,Reservoir,3073,2/40 Home Street,-37.72574445,145.0207157,2.0,1.0,unit,2.0,2024-05-18,212.0,"$728,000",9.0,1.0,2.0,2.0,11224.36051949069
property-unit-vic-reservoir-144830600,Reservoir,3073,4/16 Barry Street,-37.70959438,145.006784,2.0,1.0,unit,1.0,2024-05-15,146.0,"$535,000",8.0,1.0,3.0,3.0,12504.494658547706
property-house-vic-reservoir-144749180,Reservoir,3073,57 Barry Street,-37.709322,145.001219,3.0,1.0,house,5.0,2024-05-14,803.0,"$1,135,000",8.0,1.0,2.0,3.0,12412.254185553491
property-house-vic-reservoir-144651632,Reservoir,3073,997 High Street,-37.704982,145.009457,3.0,2.0,house,6.0,2024-05-14,982.0,"$910,000",8.0,1.0,2.0,3.0,13061.837013474631
property-house-vic-reservoir-144738764,Reservoir,3073,12 Hughes Parade,-37.696967,145.009229,4.0,2.0,house,4.0,2024-05-11,837.0,"$1,220,000",7.0,1.0,4.0,3.0,13916.069885759183
property-house-vic-reservoir-144011100,Reservoir,3073,9 Allenby Avenue,-37.70466,145.00798,3.0,2.0,house,3.0,2024-05-10,945.0,"$890,000",7.0,1.0,2.0,3.0,13061.425466585384
property-house-vic-reservoir-144420252,Reservoir,3073,1 Henderson Street,-37.699773,145.00143,3.0,1.0,house,1.0,2024-05-09,536.0,"$800,000",5.0,1.0,2.0,3.0,13451.851290795868
property-unit-vic-reservoir-141224624,Reservoir,3073,1/1067 High Street,-37.69823009,145.0106247,2.0,1.0,unit,1.0,2024-05-08,87.0,"$380,000",7.0,1.0,2.0,2.0,13812.492563589456
property-house-vic-reservoir-144726104,Reservoir,3073,18 Sturdee Street,-37.701328,145.009169,3.0,2.0,house,8.0,2024-05-04,912.0,"$1,411,000",7.0,1.0,2.0,3.0,13446.397182417824
property-house-vic-reservoir-144671356,Reservoir,3073,37 Oakhill Avenue,-37.727457,145.014154,3.0,1.0,house,2.0,2024-05-04,515.0,"$1,062,500",9.0,1.0,2.0,3.0,10825.152973521106
property-house-vic-reservoir-144727864,Reservoir,3073,8 Arundel Avenue,-37.696781,145.020678,2.0,1.0,house,2.0,2024-05-04,575.0,"$811,000",7.0,1.0,1.0,3.0,14226.216916747842
property-house-vic-reservoir-144706484,Reservoir,3073,64 Tracey Street,-37.699564,144.995005,3.0,1.0,house,4.0,2024-05-03,605.0,"$780,000",4.0,1.0,2.0,2.0,13365.638667261364
property-house-vic-reservoir-144786468,Reservoir,3073,10 Legh Street,-37.703129,144.986833,4.0,1.0,house,4.0,2024-05-01,774.0,"$1,030,000",6.0,2.0,2.0,0.0,12867.135706904728
property-unit-vic-reservoir-144525636,Reservoir,3073,2/39 Boldrewood Parade,-37.72190777,145.021144,3.0,1.0,unit,2.0,2024-05-01,136.0,"$675,000",12.0,1.0,2.0,3.0,11630.2937363985
property-house-vic-reservoir-144462296,Reservoir,3073,21 Gertz Avenue,-37.700254,145.031599,3.0,1.0,house,1.0,2024-04-30,557.0,"$751,500",6.0,0.0,1.0,1.0,14205.918250591543
property-unit-vic-reservoir-144316304,Reservoir,3073,6/119-125 Mahoneys Road,-37.69319916,144.9923746,2.0,1.0,unit,2.0,2024-04-30,325.0,"$550,500",5.0,2.0,2.0,1.0,14027.257590366735
property-unit-vic-reservoir-144653696,Reservoir,3073,4/18-20 Fordham Road,-37.71423059,145.0203875,2.0,1.0,unit,1.0,2024-04-29,176.0,"$570,000",9.0,1.0,2.0,2.0,12394.455098055321
property-house-vic-reservoir-144609160,Reservoir,3073,1 Steane Street,-37.730985,145.026779,5.0,3.0,house,2.0,2024-04-27,583.0,"$1,300,000",8.0,1.0,2.0,0.0,10932.653619835217
property-house-vic-reservoir-144618984,Reservoir,3073,31 North Road,-37.721616,145.024282,3.0,2.0,house,2.0,2024-04-27,636.0,"$1,021,000",12.0,1.0,2.0,1.0,11771.70425126073
property-unit-vic-reservoir-144655060,Reservoir,3073,2/24 Kingsley Road,-37.7209688,144.9903687,2.0,1.0,unit,6.0,2024-04-27,308.0,"$805,000",7.0,0.0,2.0,2.0,10950.861370123523
property-house-vic-reservoir-144496936,Reservoir,3073,220 Albert Street,-37.728916,145.025881,2.0,1.0,house,2.0,2024-04-27,703.0,"$782,800",9.0,1.0,2.0,0.0,11100.818139532166
property-unit-vic-reservoir-144623272,Reservoir,3073,2/8 O'Connor Street,-37.7106513,145.0065964,2.0,1.0,unit,1.0,2024-04-27,143.0,"$615,000",9.0,1.0,3.0,4.0,12386.839974114135
property-unit-vic-reservoir-144687748,Reservoir,3073,19 Coleman Crescent,-37.7213906,144.9994061,2.0,1.0,unit,1.0,2024-04-26,321.0,"$728,000",10.0,0.0,1.0,4.0,11070.576629502515
property-unit-vic-reservoir-144433192,Reservoir,3073,2/35 Clements Grove,-37.71185255,145.0238261,3.0,1.0,unit,2.0,2024-04-26,213.0,"$670,000",8.0,1.0,2.0,2.0,12752.525292856464
property-house-vic-reservoir-144604120,Reservoir,3073,1/17 Barton Street,-37.71199808,145.0061617,3.0,2.0,house,2.0,2024-04-23,309.0,"$830,000",9.0,1.0,3.0,4.0,12232.316057553742
property-unit-vic-reservoir-144276708,Reservoir,3073,1/22 Summerhill Road,-37.7269964,145.0333408,3.0,1.0,unit,1.0,2024-04-23,290.0,"$560,000",6.0,1.0,2.0,0.0,11597.960343212533
property-house-vic-reservoir-144233748,Reservoir,3073,20 Elinda Place,-37.697794,145.023398,3.0,1.0,house,1.0,2024-04-22,162.0,"$524,400",7.0,1.0,1.0,2.0,14198.632352544322
property-house-vic-reservoir-144576404,Reservoir,3073,20 Queen Street,-37.72747309,145.0122373,4.0,3.0,house,4.0,2024-04-20,990.0,"$2,515,000",11.0,1.0,2.0,3.0,10762.55463102482
property-house-vic-reservoir-144584556,Reservoir,3073,7 Tivey Street,-37.706453,145.002079,2.0,1.0,house,1.0,2024-04-20,767.0,"$950,000",7.0,1.0,2.0,3.0,12740.12021303275
property-house-vic-reservoir-144593056,Reservoir,3073,1/14 Armstrong Street,-37.723513,144.998979,2.0,1.0,house,1.0,2024-04-20,309.0,"$772,500",9.0,0.0,1.0,4.0,10832.542437368158
property-unit-vic-reservoir-144580636,Reservoir,3073,3/17 Evans Crescent,-37.71488477,145.0208095,2.0,1.0,unit,1.0,2024-04-20,208.0,"$620,000",10.0,1.0,2.0,2.0,12340.481568393003
property-unit-vic-reservoir-144583696,Reservoir,3073,3/11 Chaleyer Street,-37.72848342,145.028571,2.0,1.0,unit,1.0,2024-04-19,179.0,"$600,000",8.0,1.0,2.0,0.0,11252.212423593199
property-unit-vic-reservoir-144241268,Reservoir,3073,3/44 Rathcown Road,-37.71024321,145.0303321,3.0,1.0,unit,2.0,2024-04-17,213.0,"$737,500",6.0,1.0,1.0,1.0,13143.210455840139
property-house-vic-reservoir-144512444,Reservoir,3073,13 Dredge Street,-37.694825,144.997707,3.0,1.0,house,4.0,2024-04-13,920.0,"$862,000",6.0,2.0,4.0,2.0,13926.415533500063
property-house-vic-reservoir-144504692,Reservoir,3073,1A Ballan Street,-37.69568236,144.9895264,3.0,2.0,house,2.0,2024-04-11,204.0,"$890,000",5.0,2.0,2.0,1.0,13718.700684027086
property-townhouse-vic-reservoir-144483808,Reservoir,3073,20 Dredge Street,-37.69448157,144.9972109,3.0,2.0,townhouse,2.0,2024-04-06,290.0,"$996,000",6.0,2.0,4.0,2.0,13956.086908002782
property-house-vic-reservoir-144482536,Reservoir,3073,1043 High Street,-37.700516,145.010234,4.0,2.0,house,2.0,2024-04-06,949.0,"$866,500",6.0,1.0,1.0,3.0,13558.37285053425
property-house-vic-reservoir-144463672,Reservoir,3073,20 Glasgow Avenue,-37.70729399,145.0060298,4.0,1.0,house,1.0,2024-04-06,493.0,"$780,000",8.0,1.0,2.0,3.0,12733.975917340715
property-house-vic-reservoir-144368260,Reservoir,3073,13 Kennedy Street,-37.722695,144.986904,3.0,2.0,house,2.0,2024-04-03,585.0,"$1,102,000",6.0,0.0,2.0,2.0,10712.365209338384
property-house-vic-reservoir-144426768,Reservoir,3073,1/64 Seston Street,-37.72781187,145.034795,2.0,1.0,house,1.0,2024-04-02,266.0,"$560,000",6.0,1.0,2.0,0.0,11582.447455485357
property-house-vic-reservoir-144235740,Reservoir,3073,188 Edwardes Street,-37.715232,144.997418,3.0,1.0,house,4.0,2024-03-28,518.0,"$840,000",6.0,0.0,2.0,3.0,11697.184187118806
property-house-vic-reservoir-144396604,Reservoir,3073,135 Rathcown Road,-37.708988,145.017744,3.0,1.0,house,2.0,2024-03-27,743.0,"$1,105,000",8.0,2.0,3.0,3.0,12859.137583588088
property-house-vic-reservoir-140391675,Reservoir,3073,6 Clements Grove,-37.714337,145.022854,3.0,1.0,house,1.0,2024-03-27,700.0,"$880,000",9.0,1.0,2.0,2.0,12464.499411168092
property-house-vic-reservoir-144355648,Reservoir,3073,34 McMahon Road,-37.711218,145.0217,3.0,2.0,house,2.0,2024-03-26,750.0,"$1,100,000",8.0,1.0,2.0,2.0,12748.46612596761
property-unit-vic-reservoir-144034788,Reservoir,3073,4/7 Mccrae Street,-37.70575695,145.0106029,2.0,1.0,unit,1.0,2024-03-25,130.0,"$470,000",8.0,1.0,3.0,3.0,13007.087670148725
property-house-vic-reservoir-144361660,Reservoir,3073,7 Arbor Avenue,-37.722575,144.988825,3.0,2.0,house,4.0,2024-03-23,494.0,"$1,440,000",6.0,0.0,2.0,2.0,10751.936542567952
property-house-vic-reservoir-144388828,Reservoir,3073,113 Hughes Parade,-37.698574,144.99451,3.0,2.0,house,2.0,2024-03-23,837.0,"$1,242,000",4.0,1.0,2.0,2.0,13466.710016062665
property-house-vic-reservoir-144312196,Reservoir,3073,23 McComas Street,-37.728955,145.023407,2.0,1.0,house,3.0,2024-03-23,560.0,"$792,000",9.0,1.0,2.0,2.0,11000.315004577315
property-house-vic-reservoir-144359396,Reservoir,3073,95-97 Keon Parade,-37.695522,145.015081,3.0,1.0,house,3.0,2024-03-23,453.0,"$748,000",7.0,1.0,3.0,3.0,14210.212401977176
property-house-vic-reservoir-144170304,Reservoir,3073,42 Manoel Avenue,-37.698932,145.035047,6.0,4.0,house,2.0,2024-03-22,815.0,"$1,390,000",6.0,0.0,1.0,0.0,14460.915824336682
property-house-vic-reservoir-144387760,Reservoir,3073,11 Kelsby Street,-37.71443331,144.9980984,3.0,1.0,house,4.0,2024-03-21,674.0,"$1,450,000",5.0,0.0,2.0,3.0,11796.853128820008
property-house-vic-reservoir-144028416,Reservoir,3073,15 Greig Street,-37.701629,144.987645,6.0,2.0,house,6.0,2024-03-21,766.0,"$1,360,000",5.0,2.0,2.0,0.0,13041.557766103686
property-house-vic-reservoir-144366312,Reservoir,3073,3 Rose Court,-37.722355,144.999734,3.0,1.0,house,2.0,2024-03-20,511.0,"$917,000",10.0,0.0,1.0,4.0,10973.696018031855
property-house-vic-reservoir-141984604,Reservoir,3073,6 St Vigeons Road,-37.707367,145.032306,3.0,1.0,house,2.0,2024-03-20,719.0,"$875,000",7.0,1.0,1.0,0.0,13506.174079358449
property-house-vic-reservoir-144318912,Reservoir,3073,27 Arundel Avenue,-37.696829,145.018577,2.0,1.0,house,1.0,2024-03-20,329.0,"$580,000",7.0,1.0,2.0,3.0,14162.984542851927
property-townhouse-vic-reservoir-144287056,Reservoir,3073,3/59 St Vigeons Road,-37.70674815,145.0248202,2.0,1.0,townhouse,2.0,2024-03-19,157.0,"$530,000",7.0,1.0,1.0,3.0,13311.563045545841
